Country Code	Time	"Adult literacy rate, population 15+ years, both sexes (%)"	"Agriculture, value added (% of GDP)"	"Central government debt, total (% of GDP)"	CO2 emissions (metric tons per capita)	"Death rate, crude (per 1,000 people)"	Female headed households (% of households with a female head)	"Foreign direct investment, net (BoP, current US$)"	GDP (current US$)	GDP growth (annual %)	GDP per capita (current US$)	GINI index (World Bank estimate)	"GNI per capita, Atlas method (current US$)"	"GNI per capita, PPP (current international $)"	"Inflation, consumer prices (annual %)"	"Inflation, GDP deflator (annual %)"	Internet users (per 100 people)	"Life expectancy at birth, total (years)"	Long-term unemployment (% of total unemployment)	"Long-term unemployment, female (% of female unemployment)"	"Long-term unemployment, male (% of male unemployment)"	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Population growth (annual %)	"Population, female (% of total)"	"Population, total"	Poverty headcount ratio at national poverty lines (% of population)	Unemployment with primary education (% of total unemployment)	"Unemployment with primary education, female (% of female unemployment)"	"Unemployment with primary education, male (% of male unemployment)"	Unemployment with secondary education (% of total unemployment)	"Unemployment with secondary education, female (% of female unemployment)"	"Unemployment with secondary education, male (% of male unemployment)"	Unemployment with tertiary education (% of total unemployment)	"Unemployment with tertiary education, female (% of female unemployment)"	"Unemployment with tertiary education, male (% of male unemployment)"	"Unemployment, female (% of female labor force) (modeled ILO estimate)"	"Unemployment, female (% of female labor force) (national estimate)"	"Unemployment, male (% of male labor force) (modeled ILO estimate)"	"Unemployment, male (% of male labor force) (national estimate)"	"Unemployment, total (% of total labor force) (modeled ILO estimate)"	"Unemployment, total (% of total labor force) (national estimate)"	"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)"	"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)"	"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)"	"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)"	"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)"	"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)"	Women who were first married by age 18 (% of women ages 20-24)	Grand Total
SWE	1984	0	4.477151494	0	6.877325362	10.9	0	1207289820	1.07662E+11	4.229535244	12914.33068	0	13020	0	8.021121448	7.635982076	0	76.81585366	12.39999962	12	12.80000019	18.39489632	64.53908036	17.06602332	0.090869615	50.59621517	8336605	0	0	0	0	0	0	0	0	0	0	0	3.299999952	0	2.900000095	0	3.099999905	0	6.099999905	0	5.699999809	0	5.900000095	0	1.07662E+11
SWE	1985	0	4.467999599	0	7.471990516	11.3	0	1412252758	1.12514E+11	2.160373742	13474.16135	0	13080	0	7.367318436	6.404506897	0	76.66780488	11.39999962	11.89999962	10.89999962	18.16084037	64.59991804	17.23924159	0.165170619	50.61613155	8350386	0	0	0	0	0	0	0	0	0	0	0	2.900000095	0	2.799999952	0	2.799999952	0	5.599999905	0	5.800000191	0	5.699999809	0	1.12514E+11
SWE	1986	0	4.31272327	0	7.412135421	11.1	0	2880036263	1.48376E+11	2.691323192	17727.49533	0	15330	0	4.233062331	6.322723174	0	76.93121951	8	9.800000191	6.400000095	18.01418811	64.59314267	17.39266923	0.232568885	50.62498635	8369829	0	0	0	0	0	0	0	0	0	0	0	2.700000048	0	2.599999905	0	2.599999905	0	5.400000095	0	5.699999809	0	5.5	0	1.48376E+11
SWE	1987	0	4.118085679	0	7.111037004	11.1	0	4141137008	1.80429E+11	3.353842968	21485.29387	0	19360	0	4.222349332	4.720949208	0	77.09219512	18.29999924	19.89999962	16.79999924	17.91241099	64.54744179	17.54014722	0.333678891	50.62422314	8397804	0	40.40000153	42.20000076	39.59999847	47.90000153	48.90000153	47.90000153	10.60000038	8.899999619	10.39999962	0	2.299999952	0	2.200000048	0	2.299999952	0	5.300000191	0	5.300000191	0	5.300000191	0	1.80429E+11
SWE	1988	0	3.940963098	0	6.808940899	11.5	0	5797938025	2.04068E+11	2.559038704	24188.76594	0	24190	0	5.797535299	6.571206402	0	76.97926829	14.89999962	14.5	15.10000038	17.86432194	64.46883497	17.66684309	0.45959837	50.61720862	8436489	0	40.29999924	40.5	40	46.79999924	48.59999847	45	13	10.80000019	15	0	1.899999976	0	1.799999952	0	1.799999952	0	4.400000095	0	4	0	4.199999809	0	2.04068E+11
SWE	1989	0	3.872036958	0	6.53871228	10.8	0	8483725108	2.14875E+11	2.654806911	25300.39512	0	26090	0	6.437161047	7.924666874	0	77.72682927	13.80000019	12.60000038	15	17.87281707	64.37586495	17.75131797	0.667182921	50.60874163	8492964	0	38.79999924	39.40000153	38.20000076	47.79999924	48.5	47.09999847	13.39999962	12.10000038	14.69999981	0	1.600000024	0	1.600000024	0	1.600000024	0	3.799999952	0	3.900000095	0	3.900000095	0	2.14875E+11
SWE	1990	0	3.562731188	0	6.069368319	11.1	0	12646542114	2.58154E+11	0.754674751	30162.31577	0	27760	19860	10.46964998	9.47382069	0.584192066	77.53682927	12.10000038	11.80000019	12.30000019	17.93452284	64.28300289	17.78247427	0.772602676	50.60227662	8558835	0	40	41.70000076	38.5	46.70000076	44.40000153	47.5	12	11.10000038	12.5	0	1.799999952	0	1.799999952	0	1.799999952	0	4.400000095	0	4.5	0	4.5	0	2.58154E+11
SWE	1991	0	3.058492557	0	5.979200975	11	0	911504668.3	2.70363E+11	-1.145974861	31374.11699	0	29110	20020	9.337023222	8.246788902	1.160519453	77.66682927	11.19999981	11.89999962	10.69999981	18.12814548	64.09474342	17.7771111	0.681643118	50.59863391	8617375	0	35.79999924	37.5	34.59999847	52.20000076	50	53.79999924	11.19999981	12.5	11.5	2.900000095	2.900000095	3.599999905	3.5	3.299999952	3.200000048	7.5	7.099999905	8.600000381	8.5	8	7.800000191	0	2.70363E+11
SWE	1992	0	2.878551623	0	5.886699422	10.9	0	424192269.2	2.80312E+11	-1.158592739	32338.50395	0	31340	19870	2.281647775	1.015341203	1.497871352	77.99878049	13.5	13.5	13.5	18.33121739	63.93668109	17.73210151	0.586529929	50.59682843	8668067	0	32.20000076	32.59999847	31.89999962	54.09999847	52.79999924	54.90000153	12	12.39999962	11.80000019	4.699999809	4.599999905	6.800000191	6.699999809	5.800000191	5.699999809	11.39999962	11.19999981	16.5	15.89999962	14	13.60000038	0	2.80312E+11
SWE	1993	0	2.723120144	0	5.936305085	11.1	0	-2234323574	2.09951E+11	-2.065616382	24080.89967	0	28200	19690	4.647993401	2.212271112	1.716364182	78.0604878	15.80000019	12.89999962	17.70000076	18.5415279	63.80354793	17.65492418	0.580838814	50.59622318	8718561	0	31.20000076	30.70000076	31.70000076	55.59999847	55.5	56	12.10000038	13.10000038	11.5	7.699999809	7.599999905	11	10.89999962	9.5	9.300000191	19.70000076	19.10000038	26.60000038	26.10000038	23.29999924	22.70000076	0	2.09951E+11
SWE	1994	0	2.783446904	0	6.251746293	10.5	0	416693728.9	2.2608E+11	4.087601987	25747.24169	0	27690	21100	2.200212482	2.557735226	3.412810096	78.6502439	25.70000076	20.5	29.10000038	18.72819358	63.71115806	17.56064836	0.710705462	50.59558324	8780745	0	31.79999924	31.20000076	32.20000076	55.59999847	55.09999847	55.90000153	12.39999962	13.80000019	11.39999962	8.300000191	8.199999809	11.10000038	10.89999962	9.800000191	9.600000381	20.5	19.70000076	25.89999962	25.29999924	23.20000076	22.60000038	0	2.2608E+11
SWE	1995	0	2.801776725	0	6.248524772	10.6	0	-3540533478	2.64052E+11	4.024306541	29914.33175	0	28070	22390	2.52841957	3.798432968	5.098024244	78.7404878	27.79999924	22.89999962	31.39999962	18.85226902	63.68498151	17.46274947	0.524703942	50.59391257	8826939	0	31.10000038	28.79999924	32.70000076	57.09999847	58.29999924	56.29999924	11.69999981	12.89999962	10.80000019	8.399999619	7.900000095	10	9.800000191	9.300000191	8.899999619	19.20000076	18.39999962	21.39999962	20.89999962	20.29999924	19.60000038	0	2.64052E+11
SWE	1996	0	2.498254874	0	6.324031405	10.6	0	-379987279	2.88104E+11	1.517861239	32587.2641	0	30390	23260	0.470973017	1.039307752	9.04359976	78.95902439	30.10000038	25.79999924	33.59999847	18.91992922	63.66564136	17.41442942	0.159147081	50.59124779	8840998	0	28.89999962	27.29999924	30.10000038	57.59999847	59.70000076	56	12	11.89999962	12.10000038	9.699999809	8.600000381	10.5	10.39999962	10.10000038	9.5	21.60000038	20.60000038	22.60000038	22.39999962	22.10000038	21.5	0	2.88104E+11
SWE	1997	0	2.416411709	0	5.89509852	10.6	0	1847448544	2.64478E+11	2.900482859	29897.79263	0	31380	24200	0.517594974	1.569263408	23.72794756	79.19756098	33.40000153	30.10000038	36.09999847	18.86474775	63.75750555	17.37774669	0.057262203	50.58761008	8846062	0	31.89999962	30.79999924	32.79999924	55.09999847	57.29999924	53.40000153	11.19999981	10.89999962	11.39999962	9.800000191	9.699999809	10.60000038	11	10.19999981	10.39999962	21.29999924	21	22.70000076	22.70000076	22	21.89999962	0	2.64478E+11
SWE	1998	0	2.26107903	0	5.985459792	10.5	0	4473104308	2.668E+11	4.226791693	30143.62746	0	31120	25380	-0.136019172	0.780478869	33.46751233	79.33902439	33.5	30.10000038	36.29999924	18.72194794	63.9299242	17.34812786	0.055512122	50.58194124	8850974	0	29.70000076	28.39999962	30.70000076	54.5	55.59999847	53.59999847	13.80000019	14.30000019	13.5	8.100000381	8	8.800000191	9.699999809	8.5	8.899999619	16.70000076	16.79999924	18	18.10000038	17.39999962	17.5	0	2.668E+11
SWE	1999	0	2.109265187	0	5.769666514	10.7	0	-38536647554	2.70848E+11	4.530152752	30577.08177	0	30910	27130	0.454014788	0.935030756	41.43278316	79.44146341	30.10000038	26.10000038	33.29999924	18.56227637	64.12529002	17.31243361	0.077927151	50.5728996	8857874	0	31.70000076	32.29999924	31.29999924	52.70000076	53.29999924	52.20000076	14.60000038	13.19999981	15.60000038	6.900000095	6.900000095	7.599999905	8.300000191	7.300000191	7.599999905	14.39999962	15.39999962	15.5	17.10000038	14.89999962	16.29999924	0	2.70848E+11
SWE	2000	0	1.902768212	0	5.562430083	10.5	0	17414879019	2.59802E+11	4.735287133	29283.00505	0	31220	29380	1.037254649	1.558786239	45.68765221	79.64390244	26.39999962	22.79999924	29.29999924	18.43109396	64.3044339	17.26447215	0.160575485	50.55949516	8872109	0	31.20000076	30.60000038	31.70000076	51.29999924	53.20000076	49.79999924	16	14.80000019	16.89999962	5.5	5	6.300000191	5.900000095	5.900000095	5.5	11.80000019	8.100000381	12.30000019	10.80000019	12.10000038	9.5	0	2.59802E+11
SWE	2001	0	1.902398034	0	5.747026066	10.5	0	-3430756955	2.39917E+11	1.563410279	26969.24457	0	29390	29830	2.405958341	2.504877591	51.76566494	79.79512195	22.29999924	20	24.20000076	18.0967917	64.64487677	17.25833153	0.268470528	50.54162741	8895960	0	31.20000076	29.39999962	32.70000076	51.70000076	49.90000153	53.09999847	11.89999962	13.89999962	10.39999962	4.699999809	4.400000095	5.400000095	5	5.099999905	4.699999809	10.89999962	10.60000038	12.89999962	12.69999981	12	11.69999981	0	2.39917E+11
SWE	2002	0	1.842201705	0	6.434228598	10.6	0	-1714855120	2.63926E+11	2.073577213	29571.70446	0	28740	30860	2.158482136	1.595564606	70.57	79.84634146	20.89999962	18.10000038	23.10000038	17.92016494	64.86172027	17.21811479	0.325438068	50.51946841	8924958	0	28.20000076	29.79999924	26.89999962	53.20000076	50.20000076	55.70000076	13.60000038	13.60000038	13.5	4.800000191	4.599999905	5.699999809	5.300000191	5.300000191	5	12.19999981	12.39999962	13.69999981	13.39999962	13	12.89999962	0	2.63926E+11
SWE	2003	0	1.821403954	0	6.115194532	10.4	0	15787189353	3.31109E+11	2.385740236	36961.42537	0	32410	32600	1.925655349	1.758120647	79.13	80.09512195	17.39999962	15.10000038	19.10000038	17.81347626	65.00652024	17.1800035	0.372092943	50.4928141	8958229	0	26.89999962	28.20000076	25.89999962	52.59999847	50.5	54.09999847	16.5	15.39999962	17.29999924	5.300000191	5	6.400000095	6.099999905	5.900000095	5.599999905	13.30000019	13.10000038	14.69999981	15.5	14	14.30000019	0	3.31109E+11
SWE	2004	0	1.795675409	0	6.062241404	10.1	0	10190771358	3.81705E+11	4.32052981	42442.22045	26.43	39390	34450	0.373659829	0.429237637	83.89	80.49756098	18.60000038	16.10000038	20.70000076	17.65674914	65.15111639	17.19213447	0.393298991	50.46153082	8993531	0	24.70000076	24.10000038	25.10000038	55.20000076	54.5	55.59999847	16	17.5	14.89999962	6.199999809	6.199999809	6.900000095	7.199999809	6.599999905	6.699999809	16.5	17.20000076	17.70000076	19.79999924	17.10000038	18.5	0	3.81705E+11
SWE	2005	0	1.140893664	0	5.710313512	10.2	0	16173020216	3.89042E+11	2.818329618	43085.35315	27.1	45350	34800	0.453170853	0.803683346	84.83	80.54634146	0	0	0	17.4103391	65.3131732	17.2764877	0.399942763	50.42576751	9029572	0	29.10000038	28.70000076	29.39999962	49.40000153	46.79999924	51.70000076	16.70000076	18.20000076	15.39999962	7.699999809	7.400000095	7.900000095	7.599999905	7.800000191	7.5	22.29999924	21.79999924	23	22	22.60000038	21.89999962	0	3.89042E+11
SWE	2006	0	1.35362105	0	5.459003216	10	0	-652526783.1	4.20032E+11	4.688127152	46256.4716	26.47	48650	38460	1.360214686	1.821122617	87.76	80.74878049	0	0	0	17.35212332	65.28863349	17.35924319	0.562483906	50.38566669	9080505	0	30	29.70000076	30.29999924	50.79999924	49.40000153	52.20000076	18.39999962	20.20000076	16.60000038	7.300000191	7.300000191	6.900000095	6.900000095	7.099999905	7.099999905	22.10000038	22	21	21	21.5	21.5	0	4.20032E+11
SWE	2007	0	1.58565905	0	5.253521937	10	0	9255487602	4.87816E+11	3.404948895	53324.37937	26.92	52190	42000	2.212168834	2.884908744	82.01	80.9	12.10000038	10.69999981	13.5	17.12675494	65.36005094	17.51319413	0.741552515	50.34202905	9148092	0	32.09999847	32.09999847	32.09999847	48.90000153	48.40000153	49.5	17.60000038	18.29999924	16.89999962	6.5	6.5	5.900000095	5.900000095	6.199999809	6.199999809	20.39999962	19.79999924	19	18.79999924	19.70000076	19.29999924	0	4.87816E+11
SWE	2008	0	1.603638224	0	5.328098275	9.9	0	-7162889959	5.13966E+11	-0.557047628	55746.84238	27.13	55600	43580	3.437049106	3.321822446	90	81.1	11.39999962	10.30000019	12.5	16.82629491	65.45643865	17.71726644	0.779033291	50.29650458	9219637	0	33.70000076	34.29999924	33.09999847	48.40000153	46.90000153	49.90000153	17.10000038	18.29999924	16	6.599999905	6.599999905	6	5.900000095	6.300000191	6.199999809	21.29999924	20.70000076	19.89999962	19.70000076	20.60000038	20.20000076	0	5.13966E+11
SWE	2009	0	1.47524833	0	4.63141136	9.7	0	16444674088	4.29657E+11	-5.18465903	46207.0592	26.61	51900	40680	-0.494460544	2.383135937	91	81.35121951	12.19999981	11.69999981	12.60000038	16.59562837	65.45547923	17.94889241	0.851904413	50.25112238	9298515	0	28.10000038	28.89999962	27.5	54.09999847	51.20000076	56.59999847	17.10000038	19	15.39999962	8	8	8.600000381	8.699999809	8.399999619	8.399999619	24.10000038	23.70000076	26.39999962	26.29999924	25.29999924	25	0	4.29657E+11
SWE	2010	0	1.624376734	42.28350957	5.547348052	9.6	0	21072073483	4.88379E+11	5.988926547	52076.43052	26.81	53900	42980	1.157988027	0.990935406	90	81.45121951	16.10000038	14.39999962	17.60000038	16.50721566	65.28957674	18.20320759	0.852524629	50.20742788	9378126	0	28.89999962	28.70000076	29	52.90000153	51	54.5	17.70000076	19.70000076	16	8.600000381	8.5	8.699999809	8.699999809	8.699999809	8.600000381	24.10000038	23.60000038	26.29999924	25.89999962	25.20000076	24.79999924	0	4.88379E+11
SWE	2011	0	1.630472387	42.81646469	5.474957121	9.5	0	16342958174	5.63113E+11	2.664407951	59593.6848	27.24	56090	45020	2.961150738	1.184244424	92.76998606	81.80243902	16.79999924	14.5	18.79999924	16.50608644	64.99839575	18.49551782	0.755150134	50.16586785	9449213	0	29.79999924	29.89999962	29.60000038	51.70000076	50	53.29999924	18	19.70000076	16.5	7.800000191	7.800000191	7.800000191	7.800000191	7.800000191	7.800000191	22.70000076	22.29999924	23.70000076	23.29999924	23.20000076	22.79999924	0	5.63113E+11
SWE	2012	0	1.486919844	42.02133087	4.942300828	9.7	0	12724698556	5.43881E+11	-0.286320615	57134.07707	27.32	58680	45880	0.888377507	1.061201134	93.17998801	81.70487805	15.89999962	13.80000019	17.70000076	16.61712312	64.52983442	18.85304246	0.739763272	50.12659459	9519374	0	30.39999962	30.29999924	30.39999962	50.70000076	49	52.09999847	18.5	20.5	16.89999962	7.900000095	7.699999809	8.300000191	8.199999809	8.100000381	8	22.79999924	22.20000076	25.60000038	25	24.20000076	23.60000038	0	5.43881E+11
SWE	2013	0	1.386857285	41.98058892	4.617181884	9.4	0	25424276200	5.78742E+11	1.241204917	60283.24522	0	61340	46420	-0.04429297	1.055426943	94.7836	81.95609756	15.19999981	13.39999962	16.79999924	16.8251085	63.92375424	19.25113726	0.847348652	50.09034993	9600379	0	30.29999924	30.79999924	29.89999962	50.29999924	46.90000153	53.20000076	19.20000076	22.10000038	16.70000076	7.900000095	7.900000095	8.199999809	8.199999809	8.100000381	8.100000381	22.60000038	22.29999924	25.10000038	24.79999924	23.79999924	23.5	0	5.78742E+11
SWE	2014	0	1.378450775	0	0	9.2	0	4720688889	5.71101E+11	2.266978422	58899.97979	0	60590	46140	-0.179638494	1.629595693	92.52	81.95609756	15	13.80000019	16	17.06409205	63.30428361	19.63162434	0.992219729	50.05788269	9696110	0	37.90000153	39	37.09999847	41.59999847	38.20000076	44.5	20.20000076	22.70000076	18.10000038	7.699999809	7.699999809	8.199999809	8.199999809	8	8	21.20000076	21.5	24.39999962	24.20000076	22.79999924	22.89999962	0	5.71101E+11
SWE	2015	0	1.367905401	0	0	0	0	10906442335	4.92618E+11	4.093637317	50272.9415	0	57810	47390	-0.046784745	1.877095606	90.6102	0	0	0	0	17.2848795	62.77310141	19.94201909	1.054240081	50.02961319	9798871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.92618E+11
TJK	1967	0	0	0	0	12.814	0	0	0	0	0	0	0	0	0	0	0	58.99317073	0	0	0	46.33841859	48.69063251	4.970948902	3.214046379	50.85848513	2659452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2659452
TJK	1968	0	0	0	0	12.546	0	0	0	0	0	0	0	0	0	0	0	59.36082927	0	0	0	46.45577247	48.50530042	5.038927107	3.110017547	50.82773183	2743461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2743461
TJK	1969	0	0	0	0	12.29	0	0	0	0	0	0	0	0	0	0	0	59.7075122	0	0	0	46.46893369	48.44321241	5.087853901	3.092958649	50.7985642	2829641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2829641
TJK	1970	0	0	0	0	12.044	0	0	0	0	0	0	0	0	0	0	0	60.02921951	0	0	0	46.476932	48.41789213	5.105175871	3.129197692	50.76976667	2919586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2919586
TJK	1971	0	0	0	0	11.804	0	0	0	0	0	0	0	0	0	0	0	60.32397561	0	0	0	46.15279719	48.75761292	5.089589894	3.181167615	50.74038904	3013956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3013956
TJK	1972	0	0	0	0	11.568	0	0	0	0	0	0	0	0	0	0	0	60.59426829	0	0	0	45.99013959	48.98769007	5.022170338	3.202527948	50.71080362	3112041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3112041
TJK	1973	0	0	0	0	11.338	0	0	0	0	0	0	0	0	0	0	0	60.84156098	0	0	0	45.91569788	49.16375248	4.920549637	3.17538597	50.68259513	3212446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3212446
TJK	1974	0	0	0	0	11.115	0	0	0	0	0	0	0	0	0	0	0	61.06931707	0	0	0	45.76924516	49.41916198	4.811592856	3.086494677	50.65774382	3313144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3313144
TJK	1975	0	0	0	0	10.908	0	0	0	0	0	0	0	0	0	0	0	61.28095122	0	0	0	45.45895929	49.83065319	4.710387512	2.964104849	50.6370833	3412819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3412819
TJK	1976	0	0	0	0	10.726	0	0	0	0	0	0	0	0	0	0	0	61.48034146	0	0	0	45.14709275	50.14961336	4.703293886	2.837650205	50.62172285	3511050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3511050
TJK	1977	0	0	0	0	10.574	0	0	0	0	0	0	0	0	0	0	0	61.67146341	0	0	0	44.62526058	50.67115833	4.703581091	2.74493621	50.61008474	3608761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3608761
TJK	1978	0	0	0	0	10.453	0	0	0	0	0	0	0	0	0	0	0	61.85780488	0	0	0	43.98517757	51.31836454	4.696457893	2.702674005	50.5973637	3707624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3707624
TJK	1979	0	0	0	0	10.363	0	0	0	0	0	0	0	0	0	0	0	62.04290244	0	0	0	43.39522062	51.94429593	4.66048345	2.723558674	50.57767853	3809991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3809991
TJK	1980	0	0	0	0	10.296	0	0	0	0	0	0	0	0	0	0	0	62.23390244	0	0	0	42.9546906	52.45548215	4.589827248	2.786311527	50.54795716	3917642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3917642
TJK	1981	0	0	0	0	10.242	0	0	0	0	0	0	0	0	0	0	0	62.44153659	0	0	0	42.65170328	52.85290404	4.495392675	2.830223988	50.50571896	4030104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4030104
TJK	1982	0	0	0	0	10.189	0	0	0	0	0	0	0	0	0	0	0	62.66243902	0	0	0	42.53196888	53.09228071	4.375750406	2.857443138	50.45418012	4146923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4146923
TJK	1983	0	0	0	0	10.132	0	0	0	0	0	0	0	0	0	0	0	62.88707317	0	0	0	42.54634026	53.2065507	4.24710904	2.919451919	50.40230457	4269775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4269775
TJK	1984	0	0	0	0	10.066	0	0	0	0	0	0	0	0	0	0	0	63.10287805	0	0	0	42.60773692	53.26361935	4.128643731	3.021225766	50.36131399	4400743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4400743
TJK	1985	0	32.7195625	0	0	9.997	0	0	0	0	0	0	0	0	0	0	0	63.27697561	0	0	0	42.67302664	53.29727566	4.029697702	3.130515212	50.33734976	4540688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4540688
TJK	1986	0	33.04971685	0	0	9.936	0	0	0	3.5	0	0	0	0	0	-4.019013721	0	63.37341463	0	0	0	42.90962122	53.13579681	3.954581976	3.25486906	50.33352782	4690913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4690913
TJK	1987	0	30.73721321	0	0	9.89	0	0	0	-1.2	0	0	0	0	0	5.759097712	0	63.37341463	0	0	0	43.13039555	52.98026315	3.889341307	3.319743945	50.3440633	4849253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4849253
TJK	1988	0	31.70209488	0	0	9.862	0	0	0	13.9	0	0	0	0	0	-2.559631563	0	63.27636585	0	0	0	43.3370927	52.8223075	3.840599805	3.237708348	50.35604144	5008827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5008827
TJK	1989	97.69402313	32.08013875	0	0	9.844	0	0	0	-6.5	0	0	0	0	0	7.321818253	0	63.09587805	0	0	0	43.5153453	52.66485478	3.819799918	2.980749532	50.35366616	5160375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5160375
TJK	1990	0	33.30816845	0	0	9.825	0	0	2629395066	-0.6	496.3664537	0	0	2350	0	6.222177512	0	62.86478049	0	0	0	43.63279611	52.5339202	3.833283685	2.618536266	50.32777162	5297286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2629395066
TJK	1991	0	36.61777291	0	0	9.787	0	0	2535545389	-7.1	468.0240177	0	0	2210	0	99.69848252	0	62.62753659	0	0	0	44.01582338	52.15087842	3.833298201	2.244980815	50.27516108	5417554	0	0	0	0	0	0	0	0	0	0	10.30000019	0	12.69999981	0	11.69999981	0	13.5	0	20.29999924	0	17.29999924	0	0	2535545389
TJK	1992	0	27.40315638	0	1.307270034	9.714	0	0	1909246641	-29	345.6771837	0	340	1570	0	573.7952187	0	62.43319512	0	0	0	44.23249029	51.91317291	3.854336801	1.931424777	50.20201126	5523207	0	13.19999981	0	0	73.5	0	0	13.19999981	0	0	10.10000038	0	12.69999981	0	11.60000038	0	13.30000019	0	19.89999962	0	17.10000038	0	0	1909246641
TJK	1993	0	23.28766328	0	0.920537096	9.598	0	0	1646693875	-16.4	293.1731154	0	290	1310	0	1207.211236	0	62.31814634	0	0	0	44.32526224	51.7974034	3.87733436	1.680290276	50.11989929	5616797	0	12.5	0	0	83.80000305	0	0	3.700000048	0	0	10.30000019	0	12.80000019	0	11.69999981	0	13.5	0	20.29999924	0	17.39999962	0	0	1646693875
TJK	1994	0	23.96493502	0	0.412830894	9.435	0	0	1346074461	-21.3	236.0452889	0	230	1020	0	221.0476374	0	62.30158537	0	0	0	44.34889562	51.77402071	3.877083673	1.516256753	50.04453223	5702611	0	10.60000038	0	0	86.90000153	0	0	2.5	0	0	10.10000038	0	12.19999981	0	11.30000019	0	13.39999962	0	18	0	16.10000038	0	0	1346074461
TJK	1995	0	38.43110896	0	0.423481371	9.225	0	0	1231523105	-12.4	212.9067853	0	200	890	0	346.0003969	0	62.3874878	0	0	0	44.32302445	51.83599483	3.840980719	1.422839704	49.98641156	5784330	0	19.20000076	0	0	76.5	0	0	4.300000191	0	0	10.19999981	0	12.80000019	0	11.69999981	0	13.5	0	20.39999962	0	17.5	0	0	1231523105
TJK	1996	0	38.98366917	0	0.482284027	8.973	0	0	1043893063	-16.7	178.0711659	0	170	720	0	430.5527903	0	62.56319512	0	0	0	44.13394985	52.0258523	3.84019785	1.33765166	49.94877371	5862224	0	12	0	0	83.59999847	0	0	4.400000095	0	0	10	0	12.10000038	0	11.19999981	0	13.10000038	0	18.79999924	0	16.39999962	0	0	1043893063
TJK	1997	0	35.40138691	0	0.362575167	8.693	0	0	921843115.8	1.7	155.2766173	0	170	770	0	65.23066499	0	62.79734146	0	0	0	43.97387136	52.23548792	3.790640718	1.263784508	49.92703115	5936780	0	10.60000038	0	0	83.19999695	0	0	6.300000191	0	0	10.19999981	0	12.19999981	0	11.30000019	0	13.5	0	18.79999924	0	16.5	0	0	921843115.8
TJK	1998	0	27.1654788	0	0.415352474	8.401	0	0	1320126665	5.3	219.5706981	0	180	810	0	87.82764707	0	63.06568293	0	0	0	43.76874904	52.52207638	3.70917458	1.26418026	49.91445881	6012308	0	18.5	16.29999924	20.89999962	75.40000153	79.19999695	71.09999847	6.099999905	4.5	7.900000095	10.30000019	0	12.80000019	0	11.69999981	0	13.69999981	0	20.89999962	0	17.89999962	0	0	1320126665
