Country Code	Time	"Adult literacy rate, population 15+ years, both sexes (%)"	"Agriculture, value added (% of GDP)"	"Central government debt, total (% of GDP)"	CO2 emissions (metric tons per capita)	"Death rate, crude (per 1,000 people)"	Female headed households (% of households with a female head)	"Foreign direct investment, net (BoP, current US$)"	GDP (current US$)	GDP growth (annual %)	GDP per capita (current US$)	GINI index (World Bank estimate)	"GNI per capita, Atlas method (current US$)"	"GNI per capita, PPP (current international $)"	"Inflation, consumer prices (annual %)"	"Inflation, GDP deflator (annual %)"	Internet users (per 100 people)	"Life expectancy at birth, total (years)"	Long-term unemployment (% of total unemployment)	"Long-term unemployment, female (% of female unemployment)"	"Long-term unemployment, male (% of male unemployment)"	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Population growth (annual %)	"Population, female (% of total)"	"Population, total"	Poverty headcount ratio at national poverty lines (% of population)	Unemployment with primary education (% of total unemployment)	"Unemployment with primary education, female (% of female unemployment)"	"Unemployment with primary education, male (% of male unemployment)"	Unemployment with secondary education (% of total unemployment)	"Unemployment with secondary education, female (% of female unemployment)"	"Unemployment with secondary education, male (% of male unemployment)"	Unemployment with tertiary education (% of total unemployment)	"Unemployment with tertiary education, female (% of female unemployment)"	"Unemployment with tertiary education, male (% of male unemployment)"	"Unemployment, female (% of female labor force) (modeled ILO estimate)"	"Unemployment, female (% of female labor force) (national estimate)"	"Unemployment, male (% of male labor force) (modeled ILO estimate)"	"Unemployment, male (% of male labor force) (national estimate)"	"Unemployment, total (% of total labor force) (modeled ILO estimate)"	"Unemployment, total (% of total labor force) (national estimate)"	"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)"	"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)"	"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)"	"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)"	"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)"	"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)"	Women who were first married by age 18 (% of women ages 20-24)	Grand Total
SVK	2014	0	4.398229159	0	0	9.5	0	265904287.2	1.00253E+11	2.521909235	18501.42962	0	17950	27710	-0.07616533	-0.180527534	79.98	76.71463415	66.80000305	63.20000076	69.80000305	15.06394872	71.48009141	13.45595987	0.097045422	51.5281878	5418649	0	20.39999962	18.60000038	22	69.40000153	67.80000305	70.80000305	10.19999981	13.69999981	7.199999809	14	13.60000038	12.80000019	12.80000019	13.30000019	13.19999981	33.40000153	30.10000038	29.70000076	29.5	31.10000038	29.70000076	0	1.00253E+11
SVK	2015	0	4.048944595	0	0	0	0	-991834925.8	86581789952	3.595020933	15962.57224	0	17310	28200	-0.325219777	-0.26331619	85.01951406	0	0	0	0	15.12364506	71.03128897	13.84506597	0.09962465	51.52948865	5424050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86581789952
SVN	1967	0	0	0	0	9.7	0	0	0	0	0	0	0	0	0	0	0	69.36585366	0	0	0	25.26402372	65.3760395	9.359936777	1.16824614	51.92325593	1689528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1689528
SVN	1968	0	0	0	0	10.2	0	0	0	0	0	0	0	0	0	0	0	68.91707317	0	0	0	24.79937544	65.66197927	9.538645286	0.884959963	51.7963847	1704546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1704546
SVN	1969	0	0	0	0	10.8	0	0	0	0	0	0	0	0	0	0	0	68.36097561	0	0	0	24.4008477	65.89611781	9.703034492	0.54575056	51.68138649	1713874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1713874
SVN	1970	0	0	0	0	10.1	0	0	0	0	0	0	0	0	0	0	0	68.6097561	0	0	0	24.12404774	66.01828121	9.857671047	0.640755486	51.59713533	1724891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1724891
SVN	1971	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	68.83414634	0	0	0	23.87259386	65.99451894	10.1328872	0.776389848	51.54755547	1738335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1738335
SVN	1972	0	0	0	0	10.4	0	0	0	0	0	0	0	0	0	0	0	69.05853659	0	0	0	23.77699075	65.83798383	10.38502542	0.796321598	51.52653809	1752233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1752233
SVN	1973	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	69.40487805	0	0	0	23.77726211	65.61105607	10.61168182	0.822072701	51.53054959	1766697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1766697
SVN	1974	0	0	0	0	9.7	0	0	0	0	0	0	0	0	0	0	0	70.16097561	0	0	0	23.77727964	65.41162143	10.81109894	0.532626458	51.55272378	1776132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1776132
SVN	1975	0	0	0	0	10.1	0	0	0	0	0	0	0	0	0	0	0	70.35853659	0	0	0	23.73228679	65.28859319	10.97912002	0.977621393	51.58662846	1793581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1793581
SVN	1976	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	70.30731707	0	0	0	23.72234298	65.1379619	11.13969512	1.475912486	51.63511344	1820249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1820249
SVN	1977	0	0	0	0	9.6	0	0	0	0	0	0	0	0	0	0	0	70.55609756	0	0	0	23.65431921	65.05950546	11.28617533	1.208328081	51.69620934	1842377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1842377
SVN	1978	0	0	0	0	9.9	0	0	0	0	0	0	0	0	0	0	0	70.70243902	0	0	0	23.55811186	65.04534015	11.39654799	1.088885702	51.75359995	1862548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1862548
SVN	1979	0	0	0	0	9.6	0	0	0	0	0	0	0	0	0	0	0	70.85365854	0	0	0	23.466022	65.10095031	11.43302769	1.07078262	51.7865948	1882599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1882599
SVN	1980	0	0	0	0	9.9	0	0	0	0	0	0	0	0	0	0	0	71.10487805	0	0	0	23.38500272	65.2358404	11.37915689	0.989248309	51.78237307	1901315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1901315
SVN	1981	0	0	0	0	9.8	0	0	0	0	0	0	0	0	0	0	0	71.20487805	0	0	0	23.30215399	65.52242534	11.17542067	0.27396083	51.73442047	1906531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1906531
SVN	1982	0	0	0	0	10.3	0	0	0	0	0	0	0	0	0	0	0	71.05365854	0	0	0	23.15346581	65.98956026	10.85697392	0.199273553	51.65100848	1910334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1910334
SVN	1983	0	0	0	0	10.8	0	0	0	0	0	0	0	0	0	0	0	70.54146341	0	0	0	22.95650018	66.57483814	10.46866168	0.625521425	51.55210165	1922321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1922321
SVN	1984	0	0	0	0	10.5	0	0	0	0	0	0	0	0	0	0	0	70.90243902	0	0	0	22.72854052	67.16350312	10.10795636	0.510213263	51.46461748	1932154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1932154
SVN	1985	0	0	0	0	10.2	0	0	0	0	0	0	0	0	0	0	0	71.35121951	0	0	0	22.47513799	67.67310872	9.851753296	0.489804905	51.40673968	1941641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1941641
SVN	1986	0	0	0	0	9.9	0	0	0	0	0	0	0	0	0	0	0	71.80243902	0	0	0	22.15987651	67.95969209	9.880431405	1.244921845	51.38234949	1965964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1965964
SVN	1987	0	0	0	0	10	0	0	0	0	0	23.6	0	0	0	0	0	72.00243902	0	0	0	21.87197536	68.11574792	10.01227672	1.203935932	51.38422706	1989776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1989776
SVN	1988	0	0	0	0	9.6	0	0	0	0	0	0	0	0	0	0	0	72.44634146	0	0	0	21.56856247	68.21724228	10.21419526	0.272022154	51.40535508	1995196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1995196
SVN	1989	0	0	0	0	9.4	0	0	0	0	0	0	0	0	0	0	0	72.70487805	0	0	0	21.19520618	68.37109115	10.43370267	0.0578723	51.43469721	1996351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1996351
SVN	1990	0	0	0	0	9.3	0	0	0	0	0	0	0	0	0	0	0	73.20487805	0	0	0	20.73026932	68.62926858	10.64046209	0.090624343	51.46372825	1998161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1998161
SVN	1991	99.52452087	0	0	0	9.7	0	0	0	0	0	0	0	0	0	0	0	73.35365854	0	0	0	20.33828075	68.6871675	10.97455175	0.063438224	51.49353709	1999429	0	0	0	0	0	0	0	0	0	0	6.5	6	4.5	8.100000381	5.400000095	7.099999905	14	19.10000038	10.89999962	25.10000038	12.39999962	22.20000076	0	1999429
SVN	1992	0	0	0	6.250344854	9.7	0	-112800000	0	0	0	0	0	0	0	0	0	73.30487805	0	0	0	19.85210929	68.84856161	11.29932911	-0.146699403	51.52515414	1996498	0	0	0	0	0	0	0	0	0	0	5.900000095	0	4	0	4.900000095	0	11.39999962	0	9.600000381	0	10.5	0	0	1996498
SVN	1993	0	0	0	6.609542582	10	0	-111300000	0	0	0	29.18	0	0	32.85833333	0	0.409792399	73.25365854	0	0	0	19.30069378	69.07655653	11.62274969	-0.238300478	51.54976827	1991746	0	31.79999924	33.29999924	30.60000038	61.20000076	58.29999924	65.30000305	5.900000095	8.300000191	4.099999905	6.599999905	6.599999905	10.5	10.60000038	8.699999809	8.699999809	27.60000038	27.89999962	36.40000153	36.70000076	32.20000076	32.59999847	0	1991746
SVN	1994	0	0	0	6.705668873	9.7	0	-129800000	0	0	0	0	0	0	20.99353948	0	1.071570172	73.40487805	0	0	0	18.74539929	69.3043999	11.95020082	-0.115694093	51.55603661	1989443	0	34.09999847	35.09999847	35.40000153	60	56.79999924	60.40000153	5.900000095	8.100000381	4.199999809	7	6.900000095	9.300000191	9.300000191	8.199999809	8.199999809	23.10000038	23.10000038	21.20000076	21.20000076	22	22	0	1989443
SVN	1995	0	4.288566591	16.58200362	7.238644496	9.5	0	-160400000	21273048928	0	10690.66198	0	0	13370	13.46293416	0	2.898985609	73.95853659	0	0	0	18.2253261	69.48722236	12.28745154	0.0215615	51.53666582	1989872	0	32.90000153	32.29999924	33.29999924	61.40000153	61.29999924	61.5	5.699999809	6.5	5.099999905	6.800000191	6.800000191	7.5	7.400000095	7.199999809	7.199999809	20.20000076	19.60000038	18.70000076	18.10000038	19.29999924	18.89999962	0	21273048928
SVN	1996	0	4.03157679	19.97390488	7.519770415	9.4	0	-166100000	21480028329	3.516279867	10801.4311	0	0	14150	9.792284866	11.38764724	5.072272271	74.45853659	0	0	0	17.64693757	69.66826241	12.68480002	-0.062536134	51.48418183	1988628	0	32.59999847	33.40000153	31.89999962	61.5	60.29999924	62.20000076	5.699999809	5.900000095	5.599999905	6.599999905	6.599999905	7.199999809	7.099999905	6.900000095	6.900000095	16.79999924	16.5	16.79999924	16.70000076	16.79999924	16.60000038	0	21480028329
SVN	1997	0	4.059574638	20.58210914	7.985964946	9.5	0	-303600000	20749144658	5.114401077	10447.93775	0	11300	15140	8.361769724	8.428494796	7.591923004	74.70731707	0	0	0	17.14003029	69.78628091	13.0736888	-0.134454343	51.40253622	1985956	0	31.39999962	27.5	35.20000076	61.90000153	65	59	6.599999905	7.400000095	5.800000191	6.800000191	7	6.400000095	6.400000095	6.599999905	6.599999905	19.29999924	19.10000038	14.30000019	14.10000038	16.5	16.29999924	0	20749144658
SVN	1998	0	3.911782797	21.12126604	7.666612166	9.6	0	-221200000	22125432776	3.285613401	11165.27502	28.41	11050	16010	7.913346816	7.392835285	10.10460285	74.80731707	0	0	0	16.68668512	69.86770722	13.44560766	-0.218117657	51.30964919	1981629	0	29.39999962	27.20000076	31.29999924	65.19999695	67.80000305	62.90000153	5.400000095	5	5.699999809	7.5	7.5	7.300000191	7.300000191	7.400000095	7.400000095	18.39999962	18.20000076	17.20000076	17	17.70000076	17.60000038	0	22125432776
SVN	1999	0	3.296032005	21.65948211	7.703668853	9.5	0	-58900000	22689993408	5.274355086	11441.99623	0	11370	17070	6.14945348	6.590141048	12.61093843	75.0097561	0	0	0	16.24775525	69.960428	13.79181676	0.071430845	51.2307854	1983045	0	29.10000038	29.89999962	28.39999962	64.40000153	62.90000153	65.59999847	6.599999905	7.199999809	6	7.400000095	7.5	7.199999809	7.199999809	7.300000191	7.300000191	19.89999962	19.79999924	17.20000076	17.20000076	18.5	18.5	0	22689993408
SVN	2000	0	3.31265272	0	7.23840366	9.3	0	-70500000	20342197589	4.15544216	10227.73488	0	11350	17910	8.878803678	5.447223219	15.11025956	75.41219512	61.40000153	59.79999924	62.79999924	15.80497744	70.08687292	14.10814964	0.29607496	51.18261013	1988925	0	31.70000076	31.60000038	31.79999924	63.09999847	60.40000153	65.40000153	5.199999809	8	2.799999952	7.099999905	7.099999905	6.800000191	6.800000191	6.900000095	6.900000095	18.39999962	18.5	14.80000019	14.80000019	16.29999924	16.39999962	0	20342197589
SVN	2001	0	2.972105421	0	7.611741112	9.3	0	-370700000	20875389931	2.949355156	10479.29778	0	11000	18860	8.422484628	8.670919442	30.17591047	75.75853659	60.29999924	58.29999924	62.40000153	15.41075308	70.16743559	14.42181134	0.157498742	51.17560996	1992060	0	32.90000153	32.29999924	33.40000153	60.5	59.09999847	61.79999924	5.599999905	6.5	4.800000191	6	6	5.400000095	5.400000095	5.699999809	5.699999809	16.70000076	16.60000038	15.10000038	15	15.80000019	15.69999981	0	20875389931
SVN	2002	0	3.204030632	0	7.731011817	9.4	0	-1508300000	23563581047	3.836311613	11814.10209	29.12	10990	20030	7.470087529	7.580207835	27.83888542	76.00731707	55.59999847	52.79999924	58.29999924	14.99525871	70.29184724	14.71289405	0.123915442	51.2011691	1994530	0	28	28.60000038	27.5	64.5	61.09999847	67.80000305	6.199999809	8.199999809	4.199999809	6.800000191	6.800000191	5.900000095	5.900000095	6.300000191	6.300000191	18.70000076	18.60000038	15.10000038	15	16.60000038	16.60000038	0	23563581047
SVN	2003	0	2.411528347	0	7.772287175	9.7	0	174300000	29697443017	2.842102933	14880.46899	30.87	12700	20800	5.578801861	5.654244361	31.85479301	76.85853659	52.79999924	51.29999924	54.29999924	14.59092775	70.42061978	14.98845247	0.060296779	51.23396623	1995733	0	27.79999924	24.79999924	30.70000076	61	62.90000153	59.20000076	10.80000019	12.19999981	9.5	7.099999905	7.099999905	6.400000095	6.300000191	6.699999809	6.699999809	20	19.79999924	15.80000019	15.60000038	17.60000038	17.29999924	0	29697443017
SVN	2004	99.6517868	2.601171899	0	7.884828934	9.3	0	-281500000	34470229198	4.351785441	17260.90239	24.84	15700	22450	3.589026796	3.316118103	40.81	77.20731707	51.40000153	49.5	53.29999924	14.25373344	70.49505657	15.25120999	0.064066202	51.23781721	1997012	12.2	26.70000076	22.70000076	30.5	63.59999847	65.30000305	62.09999847	9	11.89999962	6.300000191	6.800000191	6.800000191	5.900000095	5.800000191	6.300000191	6.300000191	19.29999924	19.20000076	14	13.89999962	16.29999924	16.10000038	0	34470229198
SVN	2005	0	2.600445842	0	7.931674693	9.4	0	88500000	36346971770	4.002988098	18169.17979	24.63	18440	23750	2.477454396	1.550237564	46.81	77.61219512	47.29999924	46.29999924	48.40000153	14.01847813	70.48196814	15.49955372	0.173208905	51.188617	2000474	11.6	24.10000038	21.79999924	26.39999962	65.5	66.80000305	64.30000305	10.19999981	11.19999981	9.199999809	7	7	6.099999905	6.099999905	6.5	6.5	17.79999924	17.79999924	14.5	14.60000038	16	16	0	36346971770
SVN	2006	0	2.266010207	0	8.098262566	9.1	0	214483506.1	39587730523	5.656016806	19726.12575	24.48	19950	25640	2.462561564	2.18823187	54.01	78.08658537	49.29999924	48.90000153	49.70000076	13.84427139	70.39798241	15.75774619	0.319114537	51.07600548	2006868	11.5	20.10000038	15.89999962	25.29999924	67.5	69.40000153	65.09999847	12.19999981	14.60000038	9.199999809	7.300000191	7.199999809	4.900000095	4.900000095	6	6	17	16.89999962	11.69999981	11.60000038	14.10000038	13.89999962	0	39587730523
SVN	2007	0	2.139655357	0	8.049468764	9.2	0	331238039.9	48114700246	6.94157235	23841.32389	24.37	21870	27070	3.611165333	4.168754787	56.74	78.56097561	45.70000076	46.09999847	45.29999924	13.77812211	70.20880794	16.01306995	0.559207816	50.91397466	2018122	12.3	21.20000076	16.89999962	26.5	62.70000076	64.19999695	60.90000153	15.69999981	18.79999924	12	5.800000191	5.800000191	3.900000095	4	4.800000191	4.800000191	11.10000038	11.19999981	9.300000191	9.399999619	10.10000038	10.10000038	0	48114700246
SVN	2008	0	1.889869936	0	8.58644121	9.1	0	250730681.5	55589863776	3.300289653	27501.81752	23.72	24610	28800	5.65184627	4.512087181	58	78.76585366	42.20000076	43	41.40000153	13.8006076	69.9468482	16.2525442	0.158140844	50.73192688	2021316	11.3	20.10000038	18.5	21.70000076	61	58.59999847	63.5	18.20000076	22.10000038	14.30000019	4.900000095	4.800000191	4	4	4.400000095	4.400000095	11.39999962	11.30000019	10	9.899999619	10.60000038	10.39999962	0	55589863776
SVN	2009	0	1.892010633	0	7.488006632	9.2	0	685805559.1	50244790220	-7.797360798	24633.79608	24.83	24370	27100	0.855920114	3.355600487	64	78.97073171	30.10000038	32.09999847	28.29999924	13.86339561	69.66654657	16.47005782	0.903875535	50.5701477	2039669	12.7	20.20000076	18.39999962	21.79999924	65.90000153	63.79999924	67.59999847	13.39999962	17.60000038	9.899999619	5.900000095	5.800000191	5.900000095	5.900000095	5.900000095	5.900000095	13.5	13.39999962	13.89999962	13.80000019	13.80000019	13.60000038	0	50244790220
SVN	2010	0	1.982097794	0	7.528814795	9.1	0	-119288908.5	48016423841	1.237670766	23438.84716	24.94	24540	27320	1.840965347	-0.987109511	70	79.42195122	43.29999924	41.20000076	45	13.93514188	69.39132172	16.6735364	0.436079485	50.45588751	2048583	13.6	21.39999962	18	24.10000038	62.59999847	61.29999924	63.70000076	15	20	11	7	7	7.300000191	7.400000095	7.199999809	7.199999809	13.80000019	13.80000019	15.19999981	15.19999981	14.60000038	14.69999981	0	48016423841
SVN	2011	0	2.28590117	0	7.400654117	9.1	0	-889654081.9	51287600778	0.64933632	24983.69373	24.87	24600	28300	1.810579921	1.119552289	67.33999481	79.97073171	44.20000076	43.09999847	45.09999847	14.1010081	68.97470305	16.92428885	0.207732702	50.39778575	2052843	13.5	19.89999962	17	22.29999924	63.59999847	62	65	16.39999962	20.89999962	12.60000038	8.199999809	8.199999809	8.199999809	8.199999809	8.199999809	8.199999809	16.79999924	16.79999924	15	15	15.80000019	15.69999981	0	51287600778
SVN	2012	0	2.072640125	0	7.256783263	9.4	0	-599895589.6	46240004973	-2.718168813	22477.60381	25.59	23290	28270	2.598297643	0.264404401	68.34997453	80.12439024	47.90000153	47	48.79999924	14.25826308	68.60599327	17.13574365	0.210024306	50.38511674	2057159	14.5	19.29999924	16.29999924	22.20000076	60.79999924	55.90000153	65.5	19.89999962	27.79999924	12.30000019	9.399999619	9.399999619	8.300000191	8.399999619	8.800000191	8.800000191	21	21	20.29999924	20.29999924	20.60000038	20.60000038	0	46240004973
SVN	2013	0	2.065058716	0	7.010182271	9.4	0	-71956748.04	47675792660	-1.057865675	23144.11672	0	23210	28960	1.760351239	0.842258223	72.6756	80.32195122	51	50	51.90000153	14.41671159	68.23983119	17.34345722	0.135726229	50.4018512	2059953	14.5	19.79999924	17.5	22	61.70000076	57.90000153	65.5	18.29999924	24.29999924	12.5	11.19999981	10.89999962	9.399999619	9.399999619	10.19999981	10.10000038	24.39999962	23.70000076	21.60000038	20.10000038	22.79999924	21.60000038	0	47675792660
SVN	2014	99.71005249	2.203183515	0	0	9.2	0	-806579715.7	49491396798	3.048362068	24001.88013	0	23560	30330	0.200074858	0.813763184	71.59	80.5195122	54.5	53.90000153	55	14.59250131	67.79912375	17.60837494	0.098351922	50.42346138	2061980	14.3	18.60000038	16.89999962	20.39999962	61.59999847	55.90000153	67.30000305	19.89999962	27.39999962	12.30000019	10	10.5	9	8.899999619	9.5	9.699999809	21.60000038	21.29999924	20.20000076	19.39999962	20.79999924	20.20000076	0	49491396798
SVN	2015	99.71475983	2.177936992	0	0	0	0	-1370123685	42746980843	2.879160899	20713.07475	0	22610	30830	-0.518126124	0.432498381	73.0987	0	0	0	0	14.78443318	67.24718335	17.96838347	0.086675197	50.43215902	2063768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42746980843
SWE	1967	0	0	0	8.770023403	10.1	0	0	27463409202	3.365497939	3490.550337	0	3460	0	4.289314599	5.008251412	0	74.12243902	0	0	0	20.79309413	66.14637027	13.0605356	0.767228099	50.03689661	7867931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27463409202
SWE	1968	0	0	0	9.818341076	10.4	0	0	29143383491	3.638252334	3683.313694	0	3770	0	1.943123845	2.391862396	0	73.97292683	0	0	0	20.80561934	65.94056542	13.25381524	0.561996749	50.03419546	7912273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29143383491
SWE	1969	0	0	0	10.851792	10.5	0	0	31649203886	5.009649556	3972.002749	0	4100	0	2.691993353	3.417398767	0	74.08487805	0	0	0	20.83438576	65.71355869	13.45205555	0.702745811	50.04015065	7968072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31649203886
SWE	1970	0	0	0	11.48593183	9.9	0	104383931.7	37555366021	6.042008752	4669.438672	0	4500	0	7.016365989	11.9000837	0	74.64926829	0	0	0	20.84520792	65.49367509	13.66111698	0.933484922	50.05701916	8042801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37555366021
SWE	1971	0	0	0	10.44540223	10.2	0	91478475.97	40980345656	0.944646242	5060.342739	0	4890	0	7.395541457	7.110288296	0	74.62390244	0	0	0	20.8608507	65.18298294	13.95616637	0.688095591	50.08600695	8098334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40980345656
SWE	1972	0	0	0	10.43805819	10.3	0	199265429	48263914959	2.288738796	5942.148771	0	5670	0	6.007390682	6.973165188	0	74.71804878	0	0	0	20.86601589	64.88315053	14.25083358	0.295500379	50.12564089	8122300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48263914959
SWE	1973	0	0	0	10.73782262	10.5	0	209127025.1	58567384059	3.967981131	7198.271657	0	7050	0	6.71799587	7.033770496	0	74.86731707	0	0	0	20.84734349	64.60881471	14.5438418	0.17236408	50.17217269	8136312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58567384059
SWE	1974	0	0	0	9.790404726	10.6	0	353649402.9	65082581295	3.19819563	7975.850516	0	8580	0	9.911723666	9.45814685	0	74.9804878	0	0	0	20.79161077	64.37659725	14.83179198	0.290164816	50.2202496	8159955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65082581295
SWE	1975	0	0	0	9.865727011	10.8	0	354216332.6	81716751698	2.552862676	9974.657321	0	10160	0	9.779877534	14.51240183	0	74.98463415	0	0	0	20.69171883	64.19558258	15.1126986	0.397275735	50.26586496	8192437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81716751698
SWE	1976	0	0	0	10.74016326	11	0	591377700.2	88102107647	1.05810486	10715.03809	0	10720	0	10.27855381	11.91896634	0	74.96926829	0	0	0	20.54509085	64.07075145	15.3841577	0.363686099	50.30728966	8222286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88102107647
SWE	1977	0	0	0	10.39855991	10.7	0	655843991.1	93136775103	-1.596258582	11287.19913	0	11290	0	11.48803321	10.52956928	0	75.3797561	0	0	0	20.3486792	64.00995637	15.64136442	0.3551577	50.34519265	8251540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93136775103
SWE	1978	0	0	0	9.610611026	10.8	0	345765768.1	1.0297E+11	1.751548043	12442.57512	0	12460	0	9.920411436	9.549067086	0	75.46902439	0	0	0	20.11492537	64.00340453	15.8816701	0.291145576	50.38074952	8275599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0297E+11
SWE	1979	0	0	0	10.24005514	11	0	505137702.1	1.21647E+11	3.840003515	14667.40312	0	14790	0	7.209785968	7.943208174	0	75.52414634	0	0	0	19.86030579	64.04034464	16.09934957	0.218223247	50.41616274	8293678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21647E+11
SWE	1980	0	4.304496558	0	8.634769908	11	0	373639438.7	1.40089E+11	1.699971419	16856.76109	0	17300	0	13.70358325	11.71650993	0	75.74097561	5.5	4.400000095	6.800000191	19.59277649	64.11519069	16.29203283	0.202996792	50.45279611	8310531	0	0	0	0	0	0	0	0	0	0	0	2.299999952	0	1.700000048	0	2	0	5.5	0	4.400000095	0	5	0	1.40089E+11
SWE	1981	0	4.384793804	0	8.344564986	11.1	0	644245656.7	1.27858E+11	0.454830446	15366.66859	0	17530	0	12.10833333	8.76734213	0	76.02609756	6	5.199999809	6.699999809	19.26588468	64.20572104	16.52839428	0.119920399	50.49128526	8320503	0	0	0	0	0	0	0	0	0	0	0	2.599999905	0	2.299999952	0	2.5	0	6.5	0	5.900000095	0	6.199999809	0	1.27858E+11
SWE	1982	0	4.522157581	0	7.482205547	10.9	0	856781038.4	1.12768E+11	1.248664676	13545.25912	0	15760	0	8.578012339	8.084605407	0	76.32731707	8.399999619	7.5	9.199999809	18.95854443	64.31646384	16.72499173	0.057191722	50.53024786	8325263	0	0	0	0	0	0	0	0	0	0	0	3.299999952	0	3	0	3.099999905	0	7.699999809	0	7.300000191	0	7.5	0	1.12768E+11
SWE	1983	0	4.469401112	0	6.999367874	10.9	0	1232363591	1.03534E+11	1.90063869	12430.45893	0	13550	0	8.906688574	9.954061992	0	76.55170732	10.30000019	9.699999809	10.80000019	18.66661558	64.43596812	16.8974163	0.045273605	50.56663331	8329033	0	0	0	0	0	0	0	0	0	0	0	3.5	0	3.400000095	0	3.400000095	0	8	0	7.699999809	0	7.900000095	0	1.03534E+11
